admin2,admin3,admin4,admin5,admin6,amount
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bacioi,NO DATA,Executive authorities under the local public administration authorities,1514313.7900000003
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bacioi,NO DATA,Libraries,144294.17
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bacioi,NO DATA,Local public administration authorities reserves fund,51500.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bacioi,NO DATA,Net lending,-1526.89
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bacioi,NO DATA,Other social support and care actions and facilities,867600.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bacioi,NO DATA,Physical education and sports,18000.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bacioi,NO DATA,Physical education and sports facilities,600000.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bacioi,NO DATA,Preschool facilities,6643419.5
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bacioi,NO DATA,Support to communities for sustainable and integrated forest management program,0.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bacioi,NO DATA,Youth activities,8281.96
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bacioi,NO DATA,other costs,280440.52999999997
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bubuieci,NO DATA,Centralized accounting offices,119663.78
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bubuieci,NO DATA,Community-based social assistance services,100416.27
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bubuieci,NO DATA,"Culture palaces and houses, clubs and other similar facilities",85350.76
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bubuieci,NO DATA,"Districts, towns, villages (communities) planning/development",3947145.94
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bubuieci,NO DATA,Environment funds,2840000.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bubuieci,NO DATA,Executive authorities under the local public administration authorities,924174.53
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bubuieci,NO DATA,Libraries,39888.37
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bubuieci,NO DATA,Local public administration authorities reserves fund,121800.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bubuieci,NO DATA,Net lending,-5015.63
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bubuieci,NO DATA,Other social support and care actions and facilities,308250.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bubuieci,NO DATA,Physical education and sports,12990.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bubuieci,NO DATA,Preschool facilities,5115215.750000001
Council of the municipality of Chisinau,NO DATA,Mayoralty of Bubuieci,NO DATA,Youth activities,6000.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Budesti,NO DATA,Centralized accounting offices,125499.64
Council of the municipality of Chisinau,NO DATA,Mayoralty of Budesti,NO DATA,Community-based social assistance services,72765.74
Council of the municipality of Chisinau,NO DATA,Mayoralty of Budesti,NO DATA,"Culture palaces and houses, clubs and other similar facilities",248435.56000000003
Council of the municipality of Chisinau,NO DATA,Mayoralty of Budesti,NO DATA,"Districts, towns, villages (communities) planning/development",1206866.3900000001
Council of the municipality of Chisinau,NO DATA,Mayoralty of Budesti,NO DATA,Executive authorities under the local public administration authorities,643217.58
Council of the municipality of Chisinau,NO DATA,Mayoralty of Budesti,NO DATA,Extracurricular measures and facilities for children,461463.31
Council of the municipality of Chisinau,NO DATA,Mayoralty of Budesti,NO DATA,Libraries,64518.28
Council of the municipality of Chisinau,NO DATA,Mayoralty of Budesti,NO DATA,Local public administration authorities reserves fund,36996.4
Council of the municipality of Chisinau,NO DATA,Mayoralty of Budesti,NO DATA,Net lending,-29700.24
Council of the municipality of Chisinau,NO DATA,Mayoralty of Budesti,NO DATA,Other social support and care actions and facilities,312750.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Budesti,NO DATA,Physical education and sports,8600.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Budesti,NO DATA,Preschool facilities,2314062.9899999998
Council of the municipality of Chisinau,NO DATA,Mayoralty of Budesti,NO DATA,Youth activities,4000.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Budesti,NO DATA,other costs,169704.75
Council of the municipality of Chisinau,NO DATA,Mayoralty of Ciorescu,NO DATA,Centralized accounting offices,138279.3
Council of the municipality of Chisinau,NO DATA,Mayoralty of Ciorescu,NO DATA,Community-based social assistance services,95091.49
Council of the municipality of Chisinau,NO DATA,Mayoralty of Ciorescu,NO DATA,"Culture palaces and houses, clubs and other similar facilities",744996.6300000001
Council of the municipality of Chisinau,NO DATA,Mayoralty of Ciorescu,NO DATA,"Districts, towns, villages (communities) planning/development",296600.32
Council of the municipality of Chisinau,NO DATA,Mayoralty of Ciorescu,NO DATA,Executive authorities under the local public administration authorities,1133680.7200000002
Council of the municipality of Chisinau,NO DATA,Mayoralty of Ciorescu,NO DATA,Extracurricular measures and facilities for children,1505940.0200000007
Council of the municipality of Chisinau,NO DATA,Mayoralty of Ciorescu,NO DATA,Libraries,22180.35
Council of the municipality of Chisinau,NO DATA,Mayoralty of Ciorescu,NO DATA,Local public administration authorities reserves fund,47500.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Ciorescu,NO DATA,Other social support and care actions and facilities,285750.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Ciorescu,NO DATA,Physical education and sports,248840.5
Council of the municipality of Chisinau,NO DATA,Mayoralty of Ciorescu,NO DATA,Preschool facilities,4123658.9899999998
Council of the municipality of Chisinau,NO DATA,Mayoralty of Ciorescu,NO DATA,Youth activities,5464.58
Council of the municipality of Chisinau,NO DATA,Mayoralty of Ciorescu,NO DATA,other costs,107849.6
Council of the municipality of Chisinau,NO DATA,Mayoralty of Colonita,NO DATA,Centralized accounting offices,88852.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Colonita,NO DATA,Community-based social assistance services,39660.89
Council of the municipality of Chisinau,NO DATA,Mayoralty of Colonita,NO DATA,"Culture palaces and houses, clubs and other similar facilities",82372.82
Council of the municipality of Chisinau,NO DATA,Mayoralty of Colonita,NO DATA,"Districts, towns, villages (communities) planning/development",627925.12
Council of the municipality of Chisinau,NO DATA,Mayoralty of Colonita,NO DATA,Executive authorities under the local public administration authorities,1570994.1
Council of the municipality of Chisinau,NO DATA,Mayoralty of Colonita,NO DATA,Extracurricular measures and facilities for children,1499854.38
Council of the municipality of Chisinau,NO DATA,Mayoralty of Colonita,NO DATA,Local public administration authorities reserves fund,71000.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Colonita,NO DATA,Other social support and care actions and facilities,384750.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Colonita,NO DATA,Physical education and sports,5500.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Colonita,NO DATA,Preschool facilities,1702652.3900000001
Council of the municipality of Chisinau,NO DATA,Mayoralty of Colonita,NO DATA,Youth activities,4487.4
Council of the municipality of Chisinau,NO DATA,Mayoralty of Colonita,NO DATA,other costs,618163.24
Council of the municipality of Chisinau,NO DATA,Mayoralty of Condrita,Central Accounting Condrita,Centralized accounting offices,37222.939999999995
Council of the municipality of Chisinau,NO DATA,Mayoralty of Condrita,NO DATA,Community-based social assistance services,19842.54
Council of the municipality of Chisinau,NO DATA,Mayoralty of Condrita,NO DATA,"Districts, towns, villages (communities) planning/development",331643.73
Council of the municipality of Chisinau,NO DATA,Mayoralty of Condrita,NO DATA,Executive authorities under the local public administration authorities,476301.50999999995
Council of the municipality of Chisinau,NO DATA,Mayoralty of Condrita,NO DATA,Libraries,43386.13999999999
Council of the municipality of Chisinau,NO DATA,Mayoralty of Condrita,NO DATA,Local public administration authorities reserves fund,4200.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Condrita,NO DATA,Other social support and care actions and facilities,130500.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Condrita,NO DATA,Physical education and sports,5200.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Condrita,NO DATA,Youth activities,448.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Condrita,NO DATA,other costs,70891.76
Council of the municipality of Chisinau,NO DATA,Mayoralty of Cruzesti,NO DATA,Centralized accounting offices,72445.27
Council of the municipality of Chisinau,NO DATA,Mayoralty of Cruzesti,NO DATA,Community-based social assistance services,40426.29
Council of the municipality of Chisinau,NO DATA,Mayoralty of Cruzesti,NO DATA,"Culture palaces and houses, clubs and other similar facilities",45871.5
Council of the municipality of Chisinau,NO DATA,Mayoralty of Cruzesti,NO DATA,"Districts, towns, villages (communities) planning/development",77731.29
Council of the municipality of Chisinau,NO DATA,Mayoralty of Cruzesti,NO DATA,Executive authorities under the local public administration authorities,545101.27
Council of the municipality of Chisinau,NO DATA,Mayoralty of Cruzesti,NO DATA,Gymnasiums,99938.66
Council of the municipality of Chisinau,NO DATA,Mayoralty of Cruzesti,NO DATA,Libraries,31668.81
Council of the municipality of Chisinau,NO DATA,Mayoralty of Cruzesti,NO DATA,Local public administration authorities reserves fund,66600.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Cruzesti,NO DATA,Net lending,-20556.9
Council of the municipality of Chisinau,NO DATA,Mayoralty of Cruzesti,NO DATA,Other social support and care actions and facilities,126000.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Cruzesti,NO DATA,Physical education and sports,2897.42
Council of the municipality of Chisinau,NO DATA,Mayoralty of Cruzesti,NO DATA,Physical education and sports facilities,240000.0
Council of the municipality of Chisinau,NO DATA,Mayoralty of Cruzesti,NO DATA,Preschool facilities,749656.8399999999
Council of the municipality of Chisinau,NO DATA,Mayoralty of Cruzesti,NO DATA,Youth activities,1400.0
